,,,Original Canvass Results,,,,,,,,,,,,,,,,,,,Recount Canvass Results,,,,,,,,,,,,,,,,,
RICHLAND ,TOWN OF FOREST,TOWN OF FOREST Ward 1,184,89,83,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,,185,89,83,2,5,5,0,0,0,0,0,0,0,0,0,0,0,1
RICHLAND ,TOWN OF HENRIETTA,TOWN OF HENRIETTA Ward 1,242,110,121,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,,242,110,121,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0
RICHLAND ,TOWN OF ITHACA,TOWN OF ITHACA Ward 1,314,158,136,2,12,4,1,0,0,0,0,0,0,0,0,0,0,1,,314,158,136,2,12,4,1,0,0,0,0,0,0,0,0,0,0,1
RICHLAND ,TOWN OF MARSHALL,TOWN OF MARSHALL Ward 1-2,298,174,104,1,6,8,0,0,0,2,0,0,0,0,0,0,0,3,,298,174,104,1,6,8,0,0,0,2,0,0,0,0,0,0,0,3
RICHLAND ,TOWN OF ORION,TOWN OF ORION Ward 1,275,141,121,1,6,4,0,0,0,1,0,0,0,0,0,0,0,1,,275,141,121,1,6,4,0,0,0,1,0,0,0,0,0,0,0,1
RICHLAND ,TOWN OF RICHLAND,TOWN OF RICHLAND Ward 1-4,653,378,243,2,19,3,0,0,0,6,0,0,0,0,0,0,0,2,,654,373,243,2,19,3,0,0,0,6,0,0,0,0,0,0,0,8
RICHLAND ,TOWN OF RICHWOOD,TOWN OF RICHWOOD Ward 1-2,247,111,124,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,,243,109,122,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0
RICHLAND ,TOWN OF ROCKBRIDGE,TOWN OF ROCKBRIDGE Ward 1-3,371,182,165,1,13,6,0,1,0,1,0,0,0,0,0,0,0,2,,373,182,165,1,13,6,0,1,0,1,0,0,0,0,0,0,0,4
RICHLAND ,TOWN OF SYLVAN,TOWN OF SYLVAN Ward 1-2,205,116,81,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,,205,116,81,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1
RICHLAND ,TOWN OF WESTFORD,TOWN OF WESTFORD Ward 1,260,133,118,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,,260,133,118,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1
RICHLAND ,TOWN OF WILLOW,TOWN OF WILLOW Ward 1,239,121,104,0,6,2,0,0,0,5,0,0,0,0,0,0,0,1,,239,122,103,0,6,2,0,0,0,5,0,0,0,0,0,0,0,1
RICHLAND ,VILLAGE OF BOAZ,VILLAGE OF BOAZ Ward 1,61,23,33,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,61,23,33,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
RICHLAND ,VILLAGE OF CAZENOVIA,VILLAGE OF CAZENOVIA Ward 1,155,68,77,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,,154,68,75,0,7,2,0,0,0,0,0,0,0,0,0,0,0,2
RICHLAND ,VILLAGE OF LONE ROCK,VILLAGE OF LONE ROCK Ward 1,374,166,182,1,16,7,0,0,0,0,0,0,0,0,0,0,0,2,,375,166,181,1,16,7,0,0,0,0,0,0,0,0,0,0,0,4
RICHLAND ,VILLAGE OF VIOLA,VILLAGE OF VIOLA Ward 2,179,71,95,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,,179,71,95,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0
RICHLAND ,VILLAGE OF YUBA,VILLAGE OF YUBA Ward 1,33,15,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,33,15,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 1,196,103,87,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,,196,103,86,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 2,149,76,66,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,,148,75,66,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 3,181,80,93,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,,183,80,93,1,6,2,0,0,0,0,0,0,0,0,0,0,0,1
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 4,184,71,101,0,6,2,1,1,0,1,0,0,0,0,0,0,0,1,,185,71,100,0,6,4,1,1,0,1,0,0,0,0,0,0,0,1
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 5,211,107,91,0,8,2,0,0,0,1,0,0,0,0,0,0,0,2,,214,107,91,0,8,2,0,0,0,1,0,0,0,0,0,0,0,5
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 6,175,80,85,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,,177,80,85,0,4,3,0,0,0,4,0,0,0,0,0,0,0,1
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 7,159,69,79,0,7,2,0,0,0,1,0,0,0,0,0,0,0,1,,163,69,79,2,7,3,0,0,0,1,0,0,0,0,0,0,0,2
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 8,180,63,105,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,,181,63,105,0,9,2,0,0,0,1,0,0,0,0,0,0,0,1
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 9,198,95,91,0,5,2,0,0,0,3,1,0,0,0,0,0,0,1,,199,95,91,0,5,2,0,0,0,3,1,0,0,0,0,0,0,2
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 10,187,76,95,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,,189,77,96,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 11,168,89,72,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,,167,88,72,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1
RICHLAND ,CITY OF RICHLAND CENTER,CITY OF RICHLAND CENTER Ward 12,192,91,94,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,194,91,93,2,4,1,0,0,0,0,0,0,0,0,0,0,0,3
ROCK ,TOWN OF AVON,TOWN OF AVON Ward 1,332,204,116,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,,332,204,116,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1
ROCK ,TOWN OF BELOIT,TOWN OF BELOIT Wards 1-3,1227,670,492,9,33,15,0,1,0,2,0,0,0,0,0,0,0,5,,1227,670,492,9,33,15,0,1,0,2,0,0,0,0,0,0,0,5
ROCK ,TOWN OF BELOIT,TOWN OF BELOIT Wards 4-6,1059,470,517,6,39,11,1,0,0,2,0,0,0,0,0,0,0,13,,1059,470,517,6,39,11,1,0,0,2,0,0,0,0,0,0,0,13
ROCK ,TOWN OF BELOIT,TOWN OF BELOIT Wards 7-10,1597,807,675,7,70,20,1,1,0,2,0,0,0,0,0,0,0,14,,1597,807,675,7,70,20,1,1,0,2,0,0,0,0,0,0,0,14
ROCK ,TOWN OF BELOIT,TOWN OF BELOIT Ward 11,229,116,99,0,11,2,0,0,0,0,0,0,0,0,0,0,0,1,,229,116,99,0,11,2,0,0,0,0,0,0,0,0,0,0,0,1
ROCK ,TOWN OF BRADFORD,TOWN OF BRADFORD Wards 1-2,528,304,187,4,26,2,0,0,0,0,0,0,0,0,0,0,0,5,,528,304,187,4,26,2,0,0,0,0,0,0,0,0,0,0,0,5
ROCK ,TOWN OF CENTER,TOWN OF CENTER Wards 1-2,644,292,299,5,32,5,1,1,0,2,0,0,0,0,0,0,0,7,,645,293,299,5,32,5,1,1,0,2,0,0,0,0,0,0,0,7
ROCK ,TOWN OF CLINTON,TOWN OF CLINTON Ward 1,469,284,145,2,29,4,0,0,0,2,0,0,0,0,0,0,0,3,,469,284,145,2,29,4,0,0,0,2,0,0,0,0,0,0,0,3
ROCK ,TOWN OF FULTON,TOWN OF FULTON Wards 1-6,1962,926,908,10,76,13,2,1,0,4,0,0,0,0,0,0,0,22,,1962,926,908,10,76,13,2,1,0,4,0,0,0,0,0,0,0,22
ROCK ,TOWN OF HARMONY,TOWN OF HARMONY Ward 1,486,225,236,0,19,1,0,0,0,0,0,0,0,0,0,0,0,5,,486,225,236,0,19,1,0,0,0,0,0,0,0,0,0,0,0,5
ROCK ,TOWN OF HARMONY,TOWN OF HARMONY Wards 2-5,1057,528,479,10,25,10,0,0,0,0,0,0,0,0,0,0,0,5,,1058,528,480,10,25,10,0,0,0,0,0,0,0,0,0,0,0,5
ROCK ,TOWN OF HARMONY,TOWN OF HARMONY Ward 6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,TOWN OF JANESVILLE,TOWN OF JANESVILLE Wards 1-6,2008,946,943,6,74,6,0,1,0,0,0,0,0,0,0,0,0,32,,2007,946,942,6,74,6,0,1,0,11,0,0,0,0,0,0,0,21
ROCK ,TOWN OF JANESVILLE,TOWN OF JANESVILLE Wards 7-9,217,95,94,2,18,2,0,0,0,0,0,0,0,0,0,0,0,6,,217,95,94,2,18,2,0,0,0,1,0,0,0,0,0,0,0,5
ROCK ,TOWN OF JOHNSTOWN,TOWN OF JOHNSTOWN Ward 1,468,251,192,1,20,2,0,0,0,0,0,0,0,0,0,0,0,2,,468,251,192,1,20,2,0,0,0,0,0,0,0,0,0,0,0,2
ROCK ,TOWN OF LA PRAIRIE,TOWN OF LA PRAIRIE Ward 1,345,180,140,5,15,2,0,0,0,0,0,0,0,0,0,0,0,3,,345,180,140,5,15,2,0,0,0,1,0,0,0,0,0,0,0,2
ROCK ,TOWN OF LA PRAIRIE,TOWN OF LA PRAIRIE Ward 2,124,75,45,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,,124,75,45,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
ROCK ,TOWN OF LIMA,TOWN OF LIMA Wards 1-2,624,324,252,2,27,9,2,0,0,0,0,0,0,0,0,0,0,8,,625,325,252,2,27,9,2,0,0,2,0,0,0,0,0,0,0,6
ROCK ,TOWN OF MAGNOLIA,TOWN OF MAGNOLIA Ward 1,400,184,188,2,14,1,0,0,0,2,0,0,2,0,0,0,0,7,,400,184,188,2,14,1,0,0,0,2,0,0,2,0,0,0,0,7
ROCK ,TOWN OF MILTON,TOWN OF MILTON Ward 1,453,243,186,2,13,2,0,0,0,1,0,0,0,0,0,0,0,6,,453,243,186,2,13,2,0,0,0,1,0,0,0,0,0,0,0,6
ROCK ,TOWN OF MILTON,TOWN OF MILTON Wards 2-4,1224,600,536,7,49,13,2,0,0,0,0,0,0,0,0,0,0,17,,1223,600,535,7,49,13,2,0,0,0,0,0,0,0,0,0,0,17
ROCK ,TOWN OF NEWARK,TOWN OF NEWARK Wards 1-3,879,525,318,4,26,3,0,1,0,0,0,0,0,0,0,0,0,2,,877,524,317,4,26,3,0,1,0,0,0,0,0,0,0,0,0,2
ROCK ,TOWN OF PLYMOUTH,TOWN OF PLYMOUTH Wards 1-2,690,391,250,1,35,6,0,0,0,0,0,0,0,0,0,0,0,7,,690,391,250,1,35,6,0,0,0,2,0,0,0,0,0,0,0,5
ROCK ,TOWN OF PORTER,TOWN OF PORTER Ward 1,602,234,352,3,8,3,0,0,0,0,0,0,0,0,0,0,0,2,,600,234,350,3,8,3,0,0,0,0,0,0,0,0,0,0,0,2
ROCK ,TOWN OF ROCK,"TOWN OF ROCK Wards 1-4,6",1218,551,565,6,63,17,3,0,0,6,0,0,0,0,0,0,0,7,,1218,551,565,6,63,17,3,0,0,5,0,0,0,0,0,0,0,8
ROCK ,TOWN OF ROCK,"TOWN OF ROCK Wards 5,7",205,112,76,1,5,8,0,0,0,0,0,0,0,0,0,0,0,3,,207,112,76,1,5,8,0,0,0,5,0,0,0,0,0,0,0,0
ROCK ,TOWN OF ROCK,TOWN OF ROCK Ward 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,TOWN OF SPRING VALLEY,TOWN OF SPRING VALLEY Ward 1,414,224,163,0,14,3,0,0,0,2,0,0,0,0,0,0,0,8,,414,224,163,0,14,3,0,0,0,2,0,0,0,0,0,0,0,8
ROCK ,TOWN OF TURTLE,"TOWN OF TURTLE Wards 1,4",604,324,246,3,12,7,1,0,0,3,0,0,0,0,0,0,0,8,,601,322,245,3,12,7,1,0,0,3,0,0,0,0,0,0,0,8
ROCK ,TOWN OF TURTLE,TOWN OF TURTLE Wards 2-3,822,492,281,5,30,4,0,0,0,0,0,0,0,0,0,0,0,10,,822,492,281,5,30,4,0,0,0,6,0,0,0,0,0,0,0,4
ROCK ,TOWN OF UNION,TOWN OF UNION Wards 1-4,1098,425,613,10,32,9,1,0,0,0,0,0,0,0,0,0,0,8,,1098,426,612,10,32,9,1,0,1,0,0,0,0,0,0,0,0,7
ROCK ,VILLAGE OF CLINTON,VILLAGE OF CLINTON Wards 1-3,995,526,360,3,67,13,0,0,0,8,1,0,0,0,0,0,0,17,,997,527,361,3,67,13,0,0,0,8,0,0,0,0,0,0,0,18
ROCK ,VILLAGE OF FOOTVILLE,VILLAGE OF FOOTVILLE Ward 1,406,199,180,1,16,3,0,0,0,1,1,0,0,0,0,0,0,5,,406,199,180,1,16,3,0,0,0,1,1,0,0,0,0,0,0,5
ROCK ,VILLAGE OF ORFORDVILLE,VILLAGE OF ORFORDVILLE Wards 1-2,657,293,323,4,21,8,0,1,0,1,0,0,0,0,0,0,0,6,,658,294,323,4,21,8,0,1,0,1,0,0,0,0,0,0,0,6
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 1,369,142,207,2,8,3,0,0,0,0,0,0,0,0,0,0,0,7,,369,142,207,2,8,3,0,0,0,0,0,0,0,0,0,0,0,7
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 2,744,326,359,7,32,6,1,0,0,0,0,0,0,0,0,0,0,13,,744,326,359,7,32,6,1,0,0,0,0,0,0,0,0,0,0,13
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 3,736,340,347,1,31,14,0,0,0,0,0,0,0,0,0,0,0,3,,737,341,347,1,31,14,0,0,0,0,0,0,0,0,0,0,0,3
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 4,630,276,308,3,22,15,0,0,0,1,0,0,0,0,0,0,0,5,,630,276,308,3,22,15,0,0,0,1,0,0,0,0,0,0,0,5
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 5,629,258,319,2,20,17,2,0,0,0,0,0,0,0,0,0,0,11,,629,258,319,2,20,17,2,0,0,2,0,0,0,0,0,0,0,9
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 6,476,138,295,1,23,12,0,1,0,0,0,0,0,0,0,0,0,6,,476,138,295,1,23,12,0,1,0,1,0,0,0,0,0,0,0,5
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 7,453,116,306,3,15,6,3,0,0,0,0,0,0,0,0,0,0,4,,454,116,307,3,15,6,3,0,0,0,0,0,0,0,0,0,0,4
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 8,44,13,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,44,13,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 9,460,155,272,6,10,12,0,0,0,0,0,0,0,0,0,0,0,5,,460,155,272,6,10,12,0,0,0,0,0,0,0,0,0,0,0,5
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 10,579,216,325,2,24,4,0,0,0,0,0,0,0,0,0,0,0,8,,579,216,325,2,24,4,0,0,0,0,0,0,0,0,0,0,0,8
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 11,665,260,365,4,22,8,0,0,0,0,0,0,0,0,0,0,0,6,,665,260,365,4,22,8,0,0,0,0,0,0,0,0,0,0,0,6
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 12,241,62,169,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,,241,62,169,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 13,417,69,328,0,10,7,0,0,0,0,0,0,0,0,0,0,0,3,,417,69,328,0,10,7,0,0,0,0,0,0,0,0,0,0,0,3
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 14,535,105,410,2,8,4,0,0,0,0,0,0,0,0,0,0,0,6,,535,105,410,2,8,4,0,0,0,0,0,0,0,0,0,0,0,6
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 15,536,163,338,1,20,8,0,1,0,0,0,0,0,0,0,0,0,5,,537,163,339,1,20,8,0,1,0,0,0,0,0,0,0,0,0,5
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 16,777,110,624,1,21,13,3,0,0,0,0,0,0,0,0,0,0,5,,780,110,625,1,21,13,3,0,0,2,0,0,0,0,0,0,0,5
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 17,770,226,485,4,20,17,0,2,0,0,0,0,0,1,0,0,0,15,,770,226,485,4,20,17,0,2,0,0,0,0,0,1,0,0,0,15
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 18,563,167,356,5,24,8,0,0,0,0,0,0,0,0,0,0,0,3,,563,167,356,5,24,8,0,0,0,0,0,0,0,0,0,0,0,3
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 19,430,155,260,0,9,1,0,1,0,0,0,0,0,0,0,0,0,4,,431,155,261,0,9,1,0,1,0,0,0,0,0,0,0,0,0,4
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 20,496,163,310,6,12,4,0,0,0,0,0,0,0,0,0,0,0,1,,496,163,310,6,12,4,0,0,0,0,0,0,0,0,0,0,0,1
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 21,613,212,353,3,27,12,0,1,0,0,0,0,0,0,0,0,0,5,,614,212,354,3,27,12,0,1,0,0,0,0,0,0,0,0,0,5
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 22,642,259,337,2,30,2,2,0,0,0,0,0,0,0,0,0,0,10,,642,259,337,2,30,2,2,0,0,0,0,0,0,0,0,0,0,10
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 23,1126,540,523,7,28,10,0,0,0,0,0,0,0,0,0,0,0,18,,1126,540,523,7,28,10,0,0,0,4,0,0,0,0,0,0,0,14
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 24,595,260,295,2,23,6,0,1,0,0,0,0,0,0,0,0,0,8,,595,260,295,2,23,6,0,1,0,0,0,0,0,0,0,0,0,8
ROCK ,CITY OF BELOIT,CITY OF BELOIT Ward 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF BRODHEAD,CITY OF BRODHEAD Wards 7-8,31,13,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,31,13,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF EDGERTON,CITY OF EDGERTON Ward 1-6,2749,918,1636,10,110,30,4,2,0,11,0,0,0,0,0,0,0,28,,2748,918,1635,10,110,30,4,2,0,12,0,0,0,0,0,0,0,27
ROCK ,CITY OF EVANSVILLE,CITY OF EVANSVILLE Wards 1-10,2791,907,1701,14,95,41,2,3,0,3,0,0,0,0,0,0,0,25,,2791,907,1701,14,95,41,2,3,0,5,0,0,0,0,0,0,0,23
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 1,1343,541,716,2,46,11,2,0,0,2,0,0,0,0,0,0,0,23,,1340,540,714,2,46,11,2,0,0,2,0,0,0,0,0,0,0,23
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 2,1272,482,692,6,58,19,1,0,0,0,0,0,0,0,0,0,0,14,,1271,482,691,6,58,19,1,0,0,0,0,0,0,0,0,0,0,14
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 3,927,305,530,5,45,25,2,1,0,0,0,0,0,0,0,0,0,14,,930,306,532,5,45,25,2,1,0,0,0,0,0,0,0,0,0,14
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 4,762,274,415,5,30,20,0,2,0,0,0,0,0,0,0,0,0,16,,762,274,415,5,30,20,0,2,0,1,0,0,0,0,0,0,0,15
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 5,1162,444,645,5,33,15,1,2,0,0,0,0,0,0,0,0,0,17,,1164,445,646,5,33,15,1,2,0,0,0,0,0,0,0,0,0,17
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 6,836,357,417,5,37,10,0,0,0,0,0,0,0,0,0,0,0,10,,837,358,417,5,37,10,0,0,0,0,2,0,0,0,0,0,0,8
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 7,1359,476,821,4,34,14,1,0,0,0,0,0,0,0,0,0,0,9,,1355,477,816,4,34,14,1,0,0,5,0,0,0,0,0,0,0,4
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 8,1067,431,556,9,42,15,0,0,0,0,0,0,0,0,0,0,0,14,,1063,429,554,9,42,15,0,0,0,0,0,0,0,0,0,0,0,14
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 9,950,362,524,4,36,11,0,0,0,0,0,0,0,0,0,0,0,13,,947,361,522,4,36,11,0,0,0,0,0,0,0,0,0,0,0,13
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 10,784,301,431,4,29,9,1,0,0,0,0,0,0,0,0,0,0,9,,782,301,429,4,29,9,1,0,0,2,0,0,0,0,0,0,0,7
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 11,1041,348,596,6,50,23,4,1,0,0,0,0,0,0,0,0,0,13,,1040,348,595,6,50,23,4,1,0,0,0,0,0,0,0,0,0,13
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 12,1581,671,820,1,52,10,0,0,0,0,0,0,0,0,0,0,0,27,,1578,671,817,1,52,10,0,0,0,5,2,0,0,0,0,0,0,20
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 13,1315,430,766,11,47,27,0,1,0,11,1,0,0,0,0,0,0,21,,1321,429,773,11,47,27,0,1,0,6,1,0,0,0,0,0,0,26
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 14,1430,538,788,9,46,23,1,0,0,2,0,0,0,0,0,0,0,23,,1431,538,788,9,46,23,1,0,0,6,1,0,0,0,0,0,0,19
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 15,1013,339,580,6,50,20,1,0,1,0,0,0,0,0,0,0,0,16,,1018,341,583,6,50,20,1,0,1,1,0,0,0,0,0,0,0,15
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 16,823,310,453,5,30,13,0,1,0,0,0,0,0,0,0,0,0,11,,823,310,453,5,30,13,0,1,0,0,0,0,0,0,0,0,0,11
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 17,1414,559,753,8,50,19,0,0,0,0,0,0,0,0,0,0,0,25,,1413,559,752,8,50,19,0,0,0,0,0,0,0,0,0,0,0,25
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 18,1352,506,752,11,45,11,1,2,0,0,0,0,0,0,0,0,0,24,,1355,507,754,11,45,11,1,2,0,8,0,0,0,0,0,0,0,16
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 19,412,182,190,2,23,3,1,1,0,4,0,0,0,0,0,0,0,6,,412,182,190,2,23,3,1,1,0,4,0,0,0,0,0,0,0,6
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 20,503,243,237,1,13,1,0,0,0,0,0,0,0,0,0,0,0,8,,502,242,237,1,13,1,0,0,0,0,0,0,0,0,0,0,0,8
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 21,1212,530,594,8,55,11,1,0,0,2,0,0,0,0,0,0,0,11,,1214,531,595,8,55,11,1,0,0,8,0,0,0,0,0,0,0,5
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 22,1385,645,645,6,53,16,0,2,0,3,0,0,0,0,0,0,0,15,,1385,645,645,6,53,16,0,2,0,3,0,0,0,0,0,0,0,15
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 23,683,283,364,2,22,3,0,1,0,0,0,0,0,0,0,0,0,8,,684,283,365,2,22,3,0,1,0,0,0,0,0,0,0,0,0,8
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 24,911,287,531,6,53,15,0,1,0,3,0,0,0,0,0,0,0,15,,911,287,531,6,53,15,0,1,0,3,0,0,0,0,0,0,0,15
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 25,1251,502,678,4,37,11,1,0,0,5,0,0,0,0,0,0,0,13,,1251,502,678,4,37,11,1,0,0,5,0,0,0,0,0,0,0,13
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 27,1770,730,910,9,76,19,2,1,0,0,0,0,0,0,0,0,0,23,,1769,730,909,9,76,19,2,1,0,0,0,0,0,0,0,0,0,23
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 28,1435,588,745,12,58,9,0,1,0,0,0,0,0,0,0,0,0,22,,1435,588,745,12,58,9,0,1,0,2,1,0,0,0,0,0,0,19
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF JANESVILLE,CITY OF JANESVILLE Ward 33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROCK ,CITY OF MILTON,CITY OF MILTON Wards 1-12,2931,1233,1465,18,125,32,6,1,0,14,0,0,0,0,0,0,0,37,,2931,1233,1465,18,125,32,6,1,0,15,0,0,0,0,0,0,0,36
RUSK ,TOWN OF ATLANTA,TOWN OF ATLANTA Ward 1-2,325,221,82,3,13,5,0,0,0,0,0,0,0,0,0,0,0,1,,325,221,82,3,13,5,0,0,0,0,0,0,0,0,0,0,0,1
